Date,Temperature,NOx,Wind Direction,Wind Speed,PM2.5
2/15/19 6:00,19.1,21.4,21,1.8,35
2/15/19 7:00,19.6,29.8,21,2.5,38
2/15/19 8:00,21.1,25.2,1,3,33
2/15/19 9:00,22.9,23,17,2.1,35
2/15/19 10:00,24.7,21.9,338,2.7,33
2/15/19 11:00,26.6,16.1,31,1.5,33#                            
2/15/19 12:00,27.4,11.2,0#                             ,0#                             ,47#                            
2/15/19 13:00,23.8,9.3,284,1.7,42
2/15/19 14:00,27.5,8.4,221,3.9,36
2/15/19 15:00,26.7,6.9,256,2.4,18
2/15/19 16:00,25.9,7.1,333,1.7,11
2/15/19 17:00,25.3,15.7,329,1.7,10
2/15/19 18:00,24,19.2,359,1.9,17
2/15/19 19:00,23.5,17.7,33,1.9,27
2/15/19 20:00,23.6,26.4,70,1,32
2/15/19 21:00,23.7,40.9,67,0.7,22
2/15/19 22:00,23.4,38.7,109,1.1,26
2/15/19 23:00,23.3,26.5,76,0.6,24
2/16/19 0:00,22.9,28.2,167,0.5,31
2/16/19 1:00,22.5,20.6,156,0.5,27
2/16/19 2:00,22.3,15.5,153,0.6,25
2/16/19 3:00,22.1,25,27,2.2,30
2/16/19 4:00,21.1,27.7,22,2.5,33
2/16/19 5:00,20.8,23.9,34,2.1,44
2/16/19 6:00,20.7,24.5,28,2.1,50
2/16/19 7:00,20.9,25.3,22,2.3,57
2/16/19 8:00,22.2,24.3,35,2.6,56
2/16/19 9:00,24.2,19.1,22,2.4,51
2/16/19 10:00,25.4,14.9,52,2,41
2/16/19 11:00,26.4,10.4,320,1.7,38
2/16/19 12:00,27.5,8.9,301,1.9,27
2/16/19 13:00,26.9,9.4,309,3.3,28
2/16/19 14:00,25.2,9.9,338,3.3,25
2/16/19 15:00,24.8,9.1,3,3.9,25
2/16/19 16:00,23.8,11.6,355,3,27
2/16/19 17:00,22.8,12.5,7,2.6,31
2/16/19 18:00,21.9,15.1,7,2.9,32
2/16/19 19:00,21.5,16.9,26,1.9,34
2/16/19 20:00,21.3,20.9,20,2.6,30
2/16/19 21:00,21.1,23.2,4,2.3,35
2/16/19 22:00,20.6,19,6,3,31
2/16/19 23:00,20.2,17.6,12,2.3,27
2/17/19 0:00,19.5,15.2,4,2.5,22
2/17/19 1:00,19.1,13.1,18,3.4,16
2/17/19 2:00,18.9,14.4,1,3,16
2/17/19 3:00,18.7,18.1,5,2.7,23
2/17/19 4:00,18.6,19,14,3.5,27
2/17/19 5:00,18.8,15.8,7,2.8,26
2/17/19 6:00,18.5,13.7,15,2.1,21
2/17/19 7:00,18.6,17,29,2.9,17
2/17/19 8:00,19.9,20.1,24,2.7,16
2/17/19 9:00,21.9,17.7,346,2.3,26
2/17/19 10:00,23.1,14.7,345,3.8,30
2/17/19 11:00,24.6,10.5,332,3.9,27
2/17/19 12:00,25.1,9.8,337,3.1,18
2/17/19 13:00,25.4,8.6,8,3.3,16
2/17/19 14:00,25.4,8.2,310,4.3,21
2/17/19 15:00,23.9,9.9,342,4.2,19
2/17/19 16:00,22.8,10.5,332,4.3,23
2/17/19 17:00,21.5,11.9,357,3.4,13
2/17/19 18:00,20.7,12.5,2,3.3,15
2/17/19 19:00,20.5,12.9,354,3.4,13
2/17/19 20:00,20.2,11,357,2.9,16
2/17/19 21:00,20.1,10.5,4,3.1,8
2/17/19 22:00,19.9,10.9,11,3.2,2
2/17/19 23:00,19.5,11.2,11,3.8,8
2/18/19 0:00,19.4,11.5,10,3.2,10
2/18/19 1:00,19.3,11.2,10,3.2,11
2/18/19 2:00,19.3,12.3,360,2.2,9
2/18/19 3:00,19.2,11,20,2.1,8
2/18/19 4:00,18.8,11.5,23,1.7,7
2/18/19 5:00,18.7,17.6,30,1.5,17
2/18/19 6:00,18.9,20.2,24,1.9,21
2/18/19 7:00,19.3,25.4,20,1.8,36
2/18/19 8:00,20.3,31.1,16,2,28
2/18/19 9:00,22.6,26.7,21,2,32
2/18/19 10:00,24.4,23.9,337,2.6,23
2/18/19 11:00,26,15.3,339,2.4,31
2/18/19 12:00,27.2,13.3,313,3.7,34
2/18/19 13:00,27,11.7,287,2.2,37
2/18/19 14:00,27.4,11.5,240,2.6,31
2/18/19 15:00,27.3,10.9,220,2.6,25
2/18/19 16:00,26.7,10.2,201,3.1,19
2/18/19 17:00,25.7,13.5,239,2.2,17
2/18/19 18:00,25.2,14.9,190,2.3,15
2/18/19 19:00,26.1,15.4,171,2.4,17
2/18/19 20:00,25.8,15.3,169,2.6,15
2/18/19 21:00,25.7,16.6,168,2,16
2/18/19 22:00,25.5,19.3,161,2.2,14
2/18/19 23:00,25.5,14.9,197,2.6,12
2/19/19 0:00,25.3,8,180,1.5,7
2/19/19 1:00,24.8,7.3,171,1.9,13
2/19/19 2:00,23.6,7.7,351,1.5,19
2/19/19 3:00,22.7,7.6,20,1.6,19
2/19/19 4:00,22,9.4,55,1.3,7
2/19/19 5:00,22.4,18.3,132,0.6,1
2/19/19 6:00,23.1,21.9,168,1.2,7
2/19/19 7:00,23.8,29.1,168,0.8,11
2/19/19 8:00,25,39.4,176,1.7,17
2/19/19 9:00,27.3,26.1,151,1.9,21
2/19/19 10:00,29.6,13.7,157,1.4,24
2/19/19 11:00,29.7,20.3,238,2,26
2/19/19 12:00,30.1,13.2,233,2.7,21
2/19/19 13:00,29.3,10.5,239,3,23
2/19/19 14:00,28.8,15.1,260,2.9,17
2/19/19 15:00,27.8,14.8,246,2.8,18
2/19/19 16:00,27,14.6,261,2.4,23
2/19/19 17:00,26.4,15.7,231,1.8,19
2/19/19 18:00,25.6,14.4,264,1.2,23
2/19/19 19:00,25.5,12.6,209,1.4,11
2/19/19 20:00,25.3,12.1,186,0.5,15
2/19/19 21:00,25.2,15,182,0.5,9
2/19/19 22:00,25,17.7,84,1.1,8
2/19/19 23:00,24.7,23,167,0.5,15
2/20/19 0:00,24.6,19.8,116,0.9,17
2/20/19 1:00,24.3,26,81,1,24
2/20/19 2:00,24,20.3,59,1,24
2/20/19 3:00,23.6,25.1,91,1,26
2/20/19 4:00,23.3,22.7,69,0.8,34
2/20/19 5:00,23.2,18.6,105,0.5,23
2/20/19 6:00,23.1,19.8,51,1,23
2/20/19 7:00,23.3,36.9,18,2.1,20
2/20/19 8:00,24.3,49.6,42,1.3,37
2/20/19 9:00,26.1,35.6,211,1.1,46
2/20/19 10:00,27.7,21.7,210,2.1,57
2/20/19 11:00,28.7,16.9,227,3.4,53
2/20/19 12:00,28.9,10.4,210,3.3,38
2/20/19 13:00,29.1,6.8,221,3.8,21
2/20/19 14:00,28.6,5.9,229,3.8,6
2/20/19 15:00,28,5.9,231,3.1,10
2/20/19 16:00,27.3,7.4,230,2.9,6
2/20/19 17:00,26.4,7.7,234,2.2,11
2/20/19 18:00,25.9,8.5,225,1.6,2
2/20/19 19:00,25.6,18.9,332,1.3,19
2/20/19 20:00,25.2,23.1,23,2.1,32
2/20/19 21:00,24.5,25.1,14,1.7,60
2/20/19 22:00,24.4,21.6,20,2.2,76
2/20/19 23:00,23.7,19.5,20,1.6,78
2/21/19 0:00,23.1,19.6,37,1.6,69
2/21/19 1:00,22.9,21,18,2,67
2/21/19 2:00,22.6,27.3,19,1.3,75
2/21/19 3:00,22.1,28.7,12,2.1,80
2/21/19 4:00,21.5,25.1,21,2.2,65
2/21/19 5:00,21.2,24,27,1.9,60
2/21/19 6:00,21.2,29.8,16,1.4,59
2/21/19 7:00,21.4,36,23,1.5,76
2/21/19 8:00,21.7,34.4,36,1.6,73
2/21/19 9:00,22.8,31.7,22,2,72
2/21/19 10:00,24.9,25.6,337,1.6,64
2/21/19 11:00,26.4,15.7,238,2.5,65
2/21/19 12:00,27.2,6.9,204,3.2,44
2/21/19 13:00,27,6.2,251,2.5,26
2/21/19 14:00,26.9,6,257,2.5,18
2/21/19 15:00,26.9,5.7,235,2,21
2/21/19 16:00,26.6,6.9,212,2.3,20
2/21/19 17:00,25.9,10.8,199,1.5,18
2/21/19 18:00,25.2,14.4,199,1.3,20
2/21/19 19:00,24.7,13.5,255,1.1,18
2/21/19 20:00,24,18,349,3.1,19
2/21/19 21:00,22,17,23,2.8,28
2/21/19 22:00,20.5,13.5,31,2.5,37
2/21/19 23:00,20.4,19.2,24,1.6,36
2/22/19 0:00,20.4,22.3,25,1.7,38
2/22/19 1:00,20.3,24.8,17,2.2,44
2/22/19 2:00,19.6,21.1,15,2.5,49
2/22/19 3:00,19.5,16.6,27,3.3,42
2/22/19 4:00,19.8,12.1,24,3,35
2/22/19 5:00,19.9,12.6,39,2.7,32
2/22/19 6:00,19.7,17.5,29,2.4,33
2/22/19 7:00,20.5,29,22,2.1,36
2/22/19 8:00,22.1,31.8,358,3.4,47
2/22/19 9:00,23.3,17.8,12,3.9,46
2/22/19 10:00,25,15.1,343,2.7,48
2/22/19 11:00,26.6,14,5,2.8,36
2/22/19 12:00,26.1,10.6,327,3.9,37
2/22/19 13:00,25.5,9.1#                           ,338,4.2,22
2/22/19 14:00,25,8.1,342,4.8,22#                            
2/22/19 15:00,24,8.5#                           ,329,4,753#                           
2/22/19 16:00,22.4,12.4#                          ,348,4.2,42#                            
2/22/19 17:00,21.3,11.6,357,3.5,27
2/22/19 18:00,20.8,10.9,5,3.6,20
2/22/19 19:00,20.2,12.5,3,2.5,11
2/22/19 20:00,19.6,14.2,349,2.7,18
2/22/19 21:00,19.2,15.4,353,2.5,21
2/22/19 22:00,18.9,18.1,358,2.8,28
2/22/19 23:00,18.6,21.8,14,2.7,24
2/23/19 0:00,18.4,20.9,5,3.1,23
2/23/19 1:00,18.1,16.4,358,3.7,15
2/23/19 2:00,18,10.1,15,4.1,11
2/23/19 3:00,17.7,7.7,11,3.8,9
2/23/19 4:00,17.3,10,19,3.1,10
2/23/19 5:00,17,11.9,22,2.3,15
2/23/19 6:00,17,15.2,24,1.8,20
2/23/19 7:00,17.6,27.9,50,1.7,20
2/23/19 8:00,19.6,35.1,324,1.8,27
2/23/19 9:00,21.3,32.5,332,2.4,31
2/23/19 10:00,22.1,15.1,320,2.5,38
2/23/19 11:00,23.3,12.9,356,3.2,30
2/23/19 12:00,24.2,12.8,345,3.9,27
2/23/19 13:00,23.5,12.4,22,3.3,23
2/23/19 14:00,23.6,10.7,340,3.1,22
2/23/19 15:00,23.5,11.8,336,3.2,8
2/23/19 16:00,22.5,16.7,356,2.7,8
2/23/19 17:00,22,23.1,9,2.4,24
2/23/19 18:00,21.4,24.9,3,4,36
2/23/19 19:00,20.1,26.8,13,2.9,44
2/23/19 20:00,19.3,25.4,33,3,40
2/23/19 21:00,19,25,347,2.4,33
2/23/19 22:00,18.3,24.2,7,2.9,22
2/23/19 23:00,18,18.6,21,2.4,19
2/24/19 0:00,18,22.4,29,2.1,22
2/24/19 1:00,18,20.8,8,2.1,27
2/24/19 2:00,18,19.7,357,2.1,28
2/24/19 3:00,17.6,14.8,13,3.3,28
2/24/19 4:00,17.4,14.7,26,2.4,30
2/24/19 5:00,17.4,16.5,14,3.2,25
2/24/19 6:00,17.5,18.7,14,2.4,26
2/24/19 7:00,18,23.6,14,2.7,22
2/24/19 8:00,18.8,21.3,34,2.3,25
2/24/19 9:00,19.3,27.9,360,1.4,25
2/24/19 10:00,19.8,27.3,0,2.5,26
2/24/19 11:00,19,24.9,29,3.1,33
2/24/19 12:00,19,26.4,26,2.4,26
2/24/19 13:00,20.2,20.1,349,2.6,27
2/24/19 14:00,20.3,16,10,2.7,19
2/24/19 15:00,20.2,17,10,3.5,24
2/24/19 16:00,19.5,20,11,3.7,19
2/24/19 17:00,19.1,17.4,27,2.7,14
2/24/19 18:00,19,16.9,16,3.1,8
2/24/19 19:00,19.1,17.2,26,2.3,7
2/24/19 20:00,19.5,20.1,41,2.2,12
2/24/19 21:00,19.9,17.6,1,3,10
2/24/19 22:00,18.7,15.4,14,3.2,16
2/24/19 23:00,18.4,14.4,12,3.1,13
2/25/19 0:00,18.2,13.9,13,2.8,17
2/25/19 1:00,17.9,9.8,7,2.5,11
2/25/19 2:00,17.3,9.3,10,3.1,14
2/25/19 3:00,17.2,8.8,22,2.5,11
2/25/19 4:00,17.4,11.6,21,2.5,17
2/25/19 5:00,17.5,13.1,14,3.1,18
2/25/19 6:00,17.7,17,9,2.3,24
2/25/19 7:00,18,21.2,14,3.3,21
2/25/19 8:00,19.3,18.1,16,2.9,21
2/25/19 9:00,20.8,17,11,2.9,17
2/25/19 10:00,21.8,15.2,13,3.9,22
2/25/19 11:00,22.5,14.4,354,3.2,26
2/25/19 12:00,23.7,13.3,353,2.8,35
2/25/19 13:00,24.6,12.7,344,3.2,41
2/25/19 14:00,25.3,12.4,335,1.8,42
2/25/19 15:00,25.1,50.1#                          ,330,3.3,800#                           
2/25/19 16:00,23.5,14,333,3.5,25
2/25/19 17:00,22.1,16.2,343,3.3,26
2/25/19 18:00,20.5,15.4,9,3.4,20
2/25/19 19:00,20.1,12.6,5,2.6,36
2/25/19 20:00,19.9,11.6,1,2.9,35
2/25/19 21:00,19.6,12.8,355,2.1,34
2/25/19 22:00,19.6,15,355,3.3,32
2/25/19 23:00,19.6,15,6,2.7,37
2/26/19 0:00,19.3,14.6,44,2,37
2/26/19 1:00,19,22.9,41,1.4,41
2/26/19 2:00,18.9,20.1,328,2.3,39
2/26/19 3:00,18.4,16.3,17,1.8,42
2/26/19 4:00,18.1,18.5,52,1.9,41
2/26/19 5:00,18.2,19.8,34,1.2,36
2/26/19 6:00,18.3,26,352,1.7,44
2/26/19 7:00,18.1,29.3,8,2.3,45
2/26/19 8:00,19.6,36,34,2.1,49
2/26/19 9:00,21.6,31.9,51,1.6,47
2/26/19 10:00,23.2,25.6,321,2.7,51
2/26/19 11:00,24.7,15.8,289,2.8,57
2/26/19 12:00,25.5,13.5,293,2.5,54
2/26/19 13:00,25.6,11.6,334,3.1,42
2/26/19 14:00,25.9,10.8,334,2.6,25
2/26/19 15:00,26.1,11,273,1.7,25#                            
2/26/19 16:00,25.6,13.2,258,1.3,174#                           
2/26/19 17:00,24.9,15.6,277,1.7,170#                           
2/26/19 18:00,23.1,16.3,339,2.1,179#                           
2/26/19 19:00,21.6,13.5,351,2.4,18
2/26/19 20:00,20.4,11.7,10,3.3,28
2/26/19 21:00,20.3,11.9,346,3.1,15
2/26/19 22:00,20.3,11.8,12,2.3,25
2/26/19 23:00,20.1,11.3,16,2.3,24
2/27/19 0:00,19.9,10.6,11,2.6,33
2/27/19 1:00,19.7,9.7,16,3,25
2/27/19 2:00,19.7,11.1,25,2.9,24
2/27/19 3:00,19.5,12.3,12,2.7,25
2/27/19 4:00,19.2,12.3,23,2.2,34
2/27/19 5:00,19,13.5,11,2.6,27
2/27/19 6:00,18.4,12.3,12,3.9,37
2/27/19 7:00,18.5,18.3,30,2.7,46
2/27/19 8:00,19.6,20.1,24,3.4,68
2/27/19 9:00,21.3,21.7,14,3.1,73
2/27/19 10:00,23.4,20.7,343,2.7,76
2/27/19 11:00,24.9,14.5,15,3,69
2/27/19 12:00,26.6,12.5,328,3,68
2/27/19 13:00,27.1,11.2,315,3,61
2/27/19 14:00,26.8,11.4,309,3,56
2/27/19 15:00,26.8,12.1,326,2.5,45
2/27/19 16:00,25.6,11.5,346,2.3,40
2/27/19 17:00,24.9,16.3,327,1.8,35
2/27/19 18:00,23.9,17.3,340,2.8,38
2/27/19 19:00,23,14.2,1,1.8,36
2/27/19 20:00,22.7,14.8,13,1.8,38
2/27/19 21:00,22.3,18.9,37,1.8,27
2/27/19 22:00,22.2,25.8,27,1.4,32
2/27/19 23:00,22.2,33.6,20,1.7,36
2/28/19 0:00,22.2,31.8,37,1.4,49
2/28/19 1:00,22.7,23.3,41,1.4,44
2/28/19 2:00,22.6,21.1,34,1.7,36
2/28/19 3:00,22.5,24.2,30,1.3,28
2/28/19 4:00,22.5,13.9,30,1.3,35
2/28/19 5:00,22.3,18,10,2.7,40
2/28/19 6:00,21.4,25.1,28,2.4,42
2/28/19 7:00,21.2,24.3,17,1.7,52
2/28/19 8:00,22.7,24.8,7,1.7,62
2/28/19 9:00,25.1,21,358,2.3,70
2/28/19 10:00,26.9,14.9,0,2.7,52
2/28/19 11:00,27.7,10.8,355,2.5,47
2/28/19 12:00,28.2,10.3,333,3.7,30
2/28/19 13:00,27.4,10.5,339,3.6,37
2/28/19 14:00,27,12,341,3.6,30
2/28/19 15:00,26.3,13.4,340,3.4,37
2/28/19 16:00,25.2,14.3,349,3.3,30
2/28/19 17:00,23.8,14.9,1,3.6,27
2/28/19 18:00,22.6,15.8,360,3,24
2/28/19 19:00,22.1,19,8,2.5,26
2/28/19 20:00,21.7,17.1,3,2.9,23
2/28/19 21:00,21.2,16.2,4,2.8,24
2/28/19 22:00,20.9,15.8,13,2.7,26
2/28/19 23:00,20.6,13.1,13,2.9,25
